SalesOrderNumber,SalesOrderItemNumber,OrderCreationDate,RequestedDeliveryDate,DeliveryNumber,DeliveryDate,PickDate,ActualGIdate,DeliveryItemNumber,Material,DeliveryQuantity,MaterialAvailableDate,Volume,NetWeight,GrossWeight,MATNR,CHARG,WERKS
232071943,50,2/17/2017,2017.03.07,2063560426,2017.03.07,2017.03.03,2017.03.02,60,230842,71,2017.03.03,5000,0.5,15,230842,MF061624A,MY21
253576540,250,11/26/2018,2018.12.03,2104390111,2018.12.17,2018.11.26,2018.12.03,900029,232846,89,2018.11.26,23144,8.5,33,232846,1841092,MY21
253576540,250,11/26/2018,2018.12.03,2104390111,2018.12.17,2018.11.26,2018.12.03,900030,232846,41,2018.11.26,12776,4.5,23,232846,1841182,MY21
232427581,20,2/28/2017,2017.03.06,2063560436,2017.03.06,2017.03.03,2017.03.02,30,6E+13,965,2017.03.03,604040,202.5,217,6E+13,210418,MY21
253576540,290,11/26/2018,2018.12.03,2104390111,2018.12.17,2018.11.26,2018.12.03,900031,232822,65,2018.11.26,30200,12.5,38,232822,1841097,MY21
232427581,120,2/28/2017,2017.03.06,2063560436,2017.03.06,2017.03.03,2017.03.02,120,240735,325,2017.03.03,212360,43.5,58,240735,1640818,MY21
253576540,290,11/26/2018,2018.12.03,2104390111,2018.12.17,2018.11.26,2018.12.03,900032,232822,305,2018.11.26,131000,60.5,132,232822,1841195,MY21
232427581,130,2/28/2017,2017.03.06,2063560436,2017.03.06,2017.03.03,2017.03.02,130,240643,125,2017.03.03,25202,34.5,49,240643,1640907,MY21
253576540,310,11/26/2018,2018.12.03,2104390111,2018.12.17,2018.11.26,2018.12.03,900033,231207,105,2018.11.26,39650,7.5,25,231207,1840732,MY21
232427581,140,2/28/2017,2017.03.06,2063560436,2017.03.06,2017.03.03,2017.03.02,140,209401,245,2017.03.03,381200,115.5,130,209401,137737,MY21
253576540,310,11/26/2018,2018.12.03,2104390111,2018.12.17,2018.11.26,2018.12.03,900034,231207,405,2018.11.26,143600,28.5,55,231207,1840817,MY21
232427581,160,2/28/2017,2017.03.06,2063560436,2017.03.06,2017.03.03,2017.03.02,150,6E+13,245,2017.03.03,35240,14.5,29,6E+13,1640803,MY21
253576540,400,11/26/2018,2018.12.03,2104390111,2018.12.17,2018.11.26,2018.12.03,900035,6E+13,725,2018.11.26,360572,95.5,138,6E+13,NE3A,MY21
232427581,170,2/28/2017,2017.03.06,2063560436,2017.03.06,2017.03.03,2017.03.02,160,241763,205,2017.03.03,31314,38.5,53,241763,1640675,MY21
253576540,400,11/26/2018,2018.12.03,2104390111,2018.12.17,2018.11.26,2018.12.03,900036,6E+13,2165,2018.11.26,1071716,285.5,384,6E+13,NM5C,MY21
232427581,180,2/28/2017,2017.03.06,2063560436,2017.03.06,2017.03.03,2017.03.02,170,241770,105,2017.03.03,45625,7.5,22,241770,1640613,MY21
253576540,490,11/26/2018,2018.12.03,2104390111,2018.12.17,2018.11.26,2018.12.03,900037,124685,869,2018.11.26,5000,66226.5,66241,124685,EJ3C,MY21
232427581,190,2/28/2017,2017.03.06,2063560436,2017.03.06,2017.03.03,2017.03.02,180,6E+13,485,2017.03.03,125960,24.5,39,6E+13,M1K11008,MY21
253576540,490,11/26/2018,2018.12.03,2104390111,2018.12.17,2018.11.26,2018.12.03,900038,124685,101,2018.11.26,5000,7358.5,7373,124685,JA2A,MY21
232427581,200,2/28/2017,2017.03.06,2063560436,2017.03.06,2017.03.03,2017.03.02,190,237056,485,2017.03.03,43400,6.5,21,237056,1640762,MY21
232427581,210,2/28/2017,2017.03.06,2063560436,2017.03.06,2017.03.03,2017.03.02,200,237063,485,2017.03.03,39560,6.5,21,237063,1640763,MY21
253578256,20,11/26/2018,2018.12.07,2104409008,2018.12.18,2018.11.27,2018.12.03,900021,6E+13,2405,2018.11.27,6565,480.5,519,6E+13,161019G,MY21
232427581,220,2/28/2017,2017.03.06,2063560436,2017.03.06,2017.03.03,2017.03.02,210,237070,485,2017.03.03,43400,6.5,21,237070,1640759,MY21
232427581,30,2/28/2017,2017.03.06,2063560436,2017.03.06,2017.03.03,2017.03.02,40,6E+13,725,2017.03.03,181400,302.5,317,6E+13,60518,MY21
232427581,230,2/28/2017,2017.03.06,2063560436,2017.03.06,2017.03.03,2017.03.02,220,6E+13,245,2017.03.03,5000,0.5,15,6E+13,SCF00116,MY21
232427581,240,2/28/2017,2017.03.06,2063560436,2017.03.06,2017.03.03,2017.03.02,230,6E+13,245,2017.03.03,245000,16.5,31,6E+13,SCM00316,MY21
232427581,250,2/28/2017,2017.03.06,2063560436,2017.03.06,2017.03.03,2017.03.02,240,6E+13,125,2017.03.03,30920,15.5,30,6E+13,241216,MY21
232427581,260,2/28/2017,2017.03.06,2063560436,2017.03.06,2017.03.03,2017.03.02,250,240476,125,2017.03.03,38634,0.5,15,240476,1563426A,MY21
232427581,280,2/28/2017,2017.03.06,2063560436,2017.03.06,2017.03.03,2017.03.02,260,6E+13,125,2017.03.03,42026,14.5,29,6E+13,70117,MY21
232427581,40,2/28/2017,2017.03.06,2063560436,2017.03.06,2017.03.03,2017.03.02,50,6E+13,65,2017.03.03,14600,2.5,17,6E+13,130117L,MY21
232427581,50,2/28/2017,2017.03.06,2063560436,2017.03.06,2017.03.03,2017.03.02,60,6E+13,65,2017.03.03,16223,2.5,17,6E+13,271216A,MY21
232427581,60,2/28/2017,2017.03.06,2063560436,2017.03.06,2017.03.03,2017.03.02,70,6E+13,65,2017.03.03,22280,3.5,18,6E+13,190117A,MY21
232427581,70,2/28/2017,2017.03.06,2063560436,2017.03.06,2017.03.03,2017.03.02,80,6E+13,185,2017.03.03,5450,6.5,21,6E+13,71116,MY21
232427581,80,2/28/2017,2017.03.06,2063560436,2017.03.06,2017.03.03,2017.03.02,90,6E+13,185,2017.03.03,7903,9.5,24,6E+13,91116,MY21
232427581,100,2/28/2017,2017.03.06,2063560436,2017.03.06,2017.03.03,2017.03.02,100,231207,205,2017.03.03,74300,21.5,36,231207,1740227,MY21
232427581,110,2/28/2017,2017.03.06,2063560436,2017.03.06,2017.03.03,2017.03.02,110,240742,205,2017.03.03,31400,58.5,73,240742,1740055,MY21
232427944,20,2/28/2017,2017.03.02,2063560441,2017.03.03,2017.03.01,2017.03.02,30,6E+13,35,2017.03.01,139544,55.5,70,6E+13,130518,MY21
232427944,30,2/28/2017,2017.03.02,2063560441,2017.03.03,2017.03.01,2017.03.02,40,6E+13,77,2017.03.01,22640,30.5,45,6E+13,60518,MY21
232427945,20,2/28/2017,2017.03.02,2063560447,2017.03.03,2017.03.01,2017.03.02,30,6E+13,23,2017.03.01,85727,33.5,48,6E+13,130518,MY21
232427945,30,2/28/2017,2017.03.02,2063560447,2017.03.03,2017.03.01,2017.03.02,40,6E+13,53,2017.03.01,16760,20.5,35,6E+13,60518,MY21
232427999,20,2/28/2017,2017.03.02,2063560452,2017.03.03,2017.03.01,2017.03.02,30,6E+13,23,2017.03.01,85727,33.5,48,6E+13,130518,MY21
232427999,30,2/28/2017,2017.03.02,2063560452,2017.03.03,2017.03.01,2017.03.02,40,6E+13,53,2017.03.01,16760,20.5,35,6E+13,60518,MY21
232428001,20,2/28/2017,2017.03.02,2063560458,2017.03.03,2017.03.01,2017.03.02,30,6E+13,23,2017.03.01,85727,33.5,48,6E+13,130518,MY21
232428001,30,2/28/2017,2017.03.02,2063560458,2017.03.03,2017.03.01,2017.03.02,40,6E+13,53,2017.03.01,16760,20.5,35,6E+13,60518,MY21
232428002,20,2/28/2017,2017.03.02,2063560464,2017.03.03,2017.03.01,2017.03.02,30,6E+13,35,2017.03.01,139544,55.5,70,6E+13,130518,MY21
232428002,30,2/28/2017,2017.03.02,2063560464,2017.03.03,2017.03.01,2017.03.02,40,6E+13,77,2017.03.01,22640,30.5,45,6E+13,60518,MY21
232428004,20,2/28/2017,2017.03.02,2063560475,2017.03.03,2017.03.01,2017.03.02,30,6E+13,35,2017.03.01,139544,55.5,70,6E+13,130518,MY21
232428004,30,2/28/2017,2017.03.02,2063560475,2017.03.03,2017.03.01,2017.03.02,40,6E+13,77,2017.03.01,22640,30.5,45,6E+13,60518,MY21
253578256,30,11/26/2018,2018.12.07,2104409008,2018.12.18,2018.11.27,2018.12.03,900022,6E+13,2885,2018.11.27,8629,1152.5,1196,6E+13,200220N3,MY21
253578256,80,11/26/2018,2018.12.07,2104409008,2018.12.18,2018.11.27,2018.12.03,900023,6E+13,1181,2018.11.27,10433,329.5,380,6E+13,210220,MY21
253578256,80,11/26/2018,2018.12.07,2104409008,2018.12.18,2018.11.27,2018.12.03,900024,6E+13,29,2018.11.27,5111,7.5,22,6E+13,230220,MY21
253578256,111,11/26/2018,2018.12.07,2104409008,2018.12.18,2018.11.27,2018.12.03,900025,6E+13,53,2018.11.27,27464,2.5,17,6E+13,200618,MY21
253578256,121,11/26/2018,2018.12.07,2104409008,2018.12.18,2018.11.27,2018.12.03,900026,6E+13,77,2018.11.27,50864,5.5,20,6E+13,280718,MY21
253578256,131,11/26/2018,2018.12.07,2104409008,2018.12.18,2018.11.27,2018.12.03,900027,6E+13,185,2018.11.27,29300,8.5,29,6E+13,80818,MY21
253578256,141,11/26/2018,2018.12.07,2104409008,2018.12.18,2018.11.27,2018.12.03,900028,6E+13,437,2018.11.27,16232,4.5,16,6E+13,270918,MY21
253578256,151,11/26/2018,2018.12.07,2104409008,2018.12.18,2018.11.27,2018.12.03,900029,6E+13,437,2018.11.27,16232,4.5,16,6E+13,130918,MY21
253578256,160,11/26/2018,2018.12.07,2104409008,2018.12.18,2018.11.27,2018.12.03,900030,6E+13,437,2018.11.27,63320,19.5,47,6E+13,80818,MY21
253578256,170,11/26/2018,2018.12.07,2104409008,2018.12.18,2018.11.27,2018.12.03,900031,6E+13,365,2018.11.27,162500,106.5,121,6E+13,180728M,MY21
253578256,180,11/26/2018,2018.12.07,2104409008,2018.12.18,2018.11.27,2018.12.03,900032,6E+13,125,2018.11.27,43115,18.5,33,6E+13,270718L,MY21
253578256,190,11/26/2018,2018.12.07,2104409008,2018.12.18,2018.11.27,2018.12.03,900033,6E+13,125,2018.11.27,43115,18.5,33,6E+13,240718J,MY21
253578256,200,11/26/2018,2018.12.07,2104409008,2018.12.18,2018.11.27,2018.12.03,900034,6E+13,437,2018.11.27,74120,17.5,32,6E+13,101018I,MY21
253578256,210,11/26/2018,2018.12.07,2104409008,2018.12.18,2018.11.27,2018.12.03,900035,6E+13,125,2018.11.27,41000,18.5,33,6E+13,121018E,MY21
253578256,220,11/26/2018,2018.12.07,2104409008,2018.12.18,2018.11.27,2018.12.03,900036,6E+13,581,2018.11.27,170888,26.5,41,6E+13,121018D,MY21
253578256,230,11/26/2018,2018.12.07,2104409008,2018.12.18,2018.11.27,2018.12.03,900037,6E+13,149,2018.11.27,5000,0.5,15,6E+13,80783,MY21
253578256,240,11/26/2018,2018.12.07,2104409008,2018.12.18,2018.11.27,2018.12.03,900038,6E+13,149,2018.11.27,5000,0.5,15,6E+13,81833,MY21
253578256,250,11/26/2018,2018.12.07,2104409008,2018.12.18,2018.11.27,2018.12.03,900039,6E+13,149,2018.11.27,5000,0.5,15,6E+13,81363,MY21
253578256,270,11/26/2018,2018.12.07,2104409008,2018.12.18,2018.11.27,2018.12.03,900040,236486,77,2018.11.27,22496,7.5,30,236486,1841197,MY21
253578256,290,11/26/2018,2018.12.07,2104409008,2018.12.18,2018.11.27,2018.12.03,900041,232846,185,2018.11.27,43880,18.5,54,232846,1841182,MY21
253578256,310,11/26/2018,2018.12.07,2104409008,2018.12.18,2018.11.27,2018.12.03,900042,237063,1157,2018.11.27,87944,10.5,29,237063,1841157,MY21
253578256,320,11/26/2018,2018.12.07,2104409008,2018.12.18,2018.11.27,2018.12.03,900043,241251,581,2018.11.27,51080,5.5,22,241251,1841173,MY21
253578256,330,11/26/2018,2018.12.07,2104409008,2018.12.18,2018.11.27,2018.12.03,900044,232815,185,2018.11.27,43880,18.5,53,232815,1840724,MY21
253578256,340,11/26/2018,2018.12.07,2104409008,2018.12.18,2018.11.27,2018.12.03,900045,232822,77,2018.11.27,35240,14.5,43,232822,1841196,MY21
253578256,350,11/26/2018,2018.12.07,2104409008,2018.12.18,2018.11.27,2018.12.03,900046,237056,1157,2018.11.27,97160,10.5,29,237056,1840861,MY21
253578256,360,11/26/2018,2018.12.07,2104409008,2018.12.18,2018.11.27,2018.12.03,900047,231207,505,2018.11.27,178250,35.5,65,231207,1840817,MY21
232428005,20,2/28/2017,2017.03.02,2063560479,2017.03.03,2017.03.01,2017.03.02,30,6E+13,23,2017.03.01,85727,33.5,48,6E+13,130518,MY21
232428005,30,2/28/2017,2017.03.02,2063560479,2017.03.03,2017.03.01,2017.03.02,40,6E+13,53,2017.03.01,16760,20.5,35,6E+13,60518,MY21
232428006,20,2/28/2017,2017.03.02,2063560484,2017.03.03,2017.03.01,2017.03.02,30,6E+13,23,2017.03.01,85727,33.5,48,6E+13,130518,MY21
232428006,30,2/28/2017,2017.03.02,2063560484,2017.03.03,2017.03.01,2017.03.02,40,6E+13,53,2017.03.01,16760,20.5,35,6E+13,60518,MY21
232428007,20,2/28/2017,2017.03.02,2063560488,2017.03.03,2017.03.01,2017.03.02,30,6E+13,35,2017.03.01,139544,55.5,70,6E+13,130518,MY21
232428007,30,2/28/2017,2017.03.02,2063560488,2017.03.03,2017.03.01,2017.03.02,40,6E+13,77,2017.03.01,22640,30.5,45,6E+13,60518,MY21
232428008,20,2/28/2017,2017.03.02,2063560492,2017.03.03,2017.03.01,2017.03.02,30,6E+13,35,2017.03.01,139544,55.5,70,6E+13,130518,MY21
232428008,30,2/28/2017,2017.03.02,2063560492,2017.03.03,2017.03.01,2017.03.02,40,6E+13,77,2017.03.01,22640,30.5,45,6E+13,60518,MY21
232428009,20,2/28/2017,2017.03.02,2063560496,2017.03.03,2017.03.01,2017.03.02,30,6E+13,35,2017.03.01,139544,55.5,70,6E+13,130518,MY21
232428009,30,2/28/2017,2017.03.02,2063560496,2017.03.03,2017.03.01,2017.03.02,40,6E+13,77,2017.03.01,22640,30.5,45,6E+13,60518,MY21
232428010,20,2/28/2017,2017.03.02,2063560500,2017.03.03,2017.03.01,2017.03.02,30,6E+13,23,2017.03.01,85727,33.5,48,6E+13,130518,MY21
232428010,30,2/28/2017,2017.03.02,2063560500,2017.03.03,2017.03.01,2017.03.02,40,6E+13,53,2017.03.01,16760,20.5,35,6E+13,60518,MY21
232428011,20,2/28/2017,2017.03.02,2063560501,2017.03.03,2017.03.01,2017.03.02,30,6E+13,23,2017.03.01,85727,33.5,48,6E+13,130518,MY21
232428011,30,2/28/2017,2017.03.02,2063560501,2017.03.03,2017.03.01,2017.03.02,40,6E+13,53,2017.03.01,16760,20.5,35,6E+13,60518,MY21
232428012,20,2/28/2017,2017.03.02,2063560502,2017.03.03,2017.03.01,2017.03.02,30,6E+13,35,2017.03.01,139544,55.5,70,6E+13,130518,MY21
232428012,30,2/28/2017,2017.03.02,2063560502,2017.03.03,2017.03.01,2017.03.02,40,6E+13,53,2017.03.01,16760,20.5,35,6E+13,60518,MY21
232428013,20,2/28/2017,2017.03.02,2063560503,2017.03.03,2017.03.01,2017.03.02,30,6E+13,23,2017.03.01,85727,33.5,48,6E+13,130518,MY21
232428013,30,2/28/2017,2017.03.02,2063560503,2017.03.03,2017.03.01,2017.03.02,40,6E+13,53,2017.03.01,16760,20.5,35,6E+13,60518,MY21
232428014,20,2/28/2017,2017.03.02,2063560504,2017.03.03,2017.03.01,2017.03.02,30,6E+13,23,2017.03.01,85727,33.5,48,6E+13,130518,MY21
232428014,30,2/28/2017,2017.03.02,2063560504,2017.03.03,2017.03.01,2017.03.02,40,6E+13,53,2017.03.01,16760,20.5,35,6E+13,60518,MY21
232428015,20,2/28/2017,2017.03.02,2063560505,2017.03.03,2017.03.01,2017.03.01,30,6E+13,35,2017.03.01,139544,55.5,70,6E+13,130518,MY21
232428015,30,2/28/2017,2017.03.02,2063560505,2017.03.03,2017.03.01,2017.03.01,40,6E+13,77,2017.03.01,22640,30.5,45,6E+13,60518,MY21
232428016,20,2/28/2017,2017.03.02,2063560506,2017.03.03,2017.03.01,2017.03.02,30,6E+13,35,2017.03.01,139544,55.5,70,6E+13,130518,MY21
232428016,30,2/28/2017,2017.03.02,2063560506,2017.03.03,2017.03.01,2017.03.02,40,6E+13,77,2017.03.01,22640,30.5,45,6E+13,60518,MY21
232428018,20,2/28/2017,2017.03.02,2063560507,2017.03.03,2017.03.01,2017.03.01,30,6E+13,23,2017.03.01,85727,33.5,48,6E+13,130518,MY21
253578256,370,11/26/2018,2018.12.07,2104409008,2018.12.18,2018.11.27,2018.12.03,900048,230859,605,2018.11.27,155000,106.5,121,230859,1840260C,MY21
253578256,380,11/26/2018,2018.12.07,2104409008,2018.12.18,2018.11.27,2018.12.03,900049,240643,305,2018.11.27,55505,2.5,21,240643,1840833,MY21
253578256,390,11/26/2018,2018.12.07,2104409008,2018.12.18,2018.11.27,2018.12.03,900050,209364,1445,2018.11.27,527720,86.5,137,209364,140894A,MY21
253578256,400,11/26/2018,2018.12.07,2104409008,2018.12.18,2018.11.27,2018.12.03,900051,224381,65,2018.11.27,38000,5.5,22,224381,1840867,MY21
253578256,410,11/26/2018,2018.12.07,2104409008,2018.12.18,2018.11.27,2018.12.03,900052,6E+13,245,2018.11.27,35240,6.5,25,6E+13,1841283,MY21
253578256,420,11/26/2018,2018.12.07,2104409008,2018.12.18,2018.11.27,2018.12.03,900053,6E+13,1445,2018.11.27,716144,190.5,261,6E+13,NM5C,MY21
253578256,430,11/26/2018,2018.12.07,2104409008,2018.12.18,2018.11.27,2018.12.03,900054,6E+13,245,2018.11.27,65480,12.5,27,6E+13,M1L12027,MY21
253578256,440,11/26/2018,2018.12.07,2104409008,2018.12.18,2018.11.27,2018.12.03,900055,6E+13,245,2018.11.27,80600,12.5,27,6E+13,M1M06003,MY21
253578256,450,11/26/2018,2018.12.07,2104409008,2018.12.18,2018.11.27,2018.12.03,900056,6E+13,365,2018.11.27,18608,26.5,66,6E+13,1840937,MY21
253578256,480,11/26/2018,2018.12.07,2104409008,2018.12.18,2018.11.27,2018.12.03,900057,230842,125,2018.11.27,64148,12.5,31,230842,Y98S,MY21
253578256,490,11/26/2018,2018.12.07,2104409008,2018.12.18,2018.11.27,2018.12.03,900058,6E+13,725,2018.11.27,242600,32.5,60,6E+13,RY3UF,MY21
253578256,500,11/26/2018,2018.12.07,2104409008,2018.12.18,2018.11.27,2018.12.03,900059,6E+13,245,2018.11.27,53116,14.5,34,6E+13,8K3V,MY21
253578256,510,11/26/2018,2018.12.07,2104409008,2018.12.18,2018.11.27,2018.12.03,900060,6E+13,437,2018.11.27,129416,55.5,70,6E+13,770818,MY21
253578256,520,11/26/2018,2018.12.07,2104409008,2018.12.18,2018.11.27,2018.12.03,900061,6E+13,149,2018.11.27,46472,18.5,33,6E+13,50518,MY21
253578256,530,11/26/2018,2018.12.07,2104409008,2018.12.18,2018.11.27,2018.12.03,900062,6E+13,149,2018.11.27,46472,18.5,33,6E+13,601018,MY21
253578256,540,11/26/2018,2018.12.07,2104409008,2018.12.18,2018.11.27,2018.12.03,900063,6E+13,149,2018.11.27,53960,17.5,32,6E+13,18080205,MY21
253578256,550,11/26/2018,2018.12.07,2104409008,2018.12.18,2018.11.27,2018.12.03,900064,240476,149,2018.11.27,46040,14400.5,16863,240476,7996118E,MY21
253578256,560,11/26/2018,2018.12.07,2104409008,2018.12.18,2018.11.27,2018.12.03,900065,240957,149,2018.11.27,46040,14400.5,16863,240957,325U,MY21
253578256,570,11/26/2018,2018.12.07,2104409008,2018.12.18,2018.11.27,2018.12.03,900066,6E+13,113,2018.11.27,59432,30.5,45,6E+13,400818,MY21
253578256,580,11/26/2018,2018.12.07,2104409008,2018.12.18,2018.11.27,2018.12.03,900067,6E+13,173,2018.11.27,89672,47.5,57,6E+13,710818,MY21
253578256,580,11/26/2018,2018.12.07,2104409008,2018.12.18,2018.11.27,2018.12.03,900068,6E+13,17,2018.11.27,11048,3.5,18,6E+13,720818,MY21
253578256,590,11/26/2018,2018.12.07,2104409008,2018.12.18,2018.11.27,2018.12.03,900069,6E+13,149,2018.11.27,53960,17.5,32,6E+13,18070606,MY21
253578256,600,11/26/2018,2018.12.07,2104409008,2018.12.18,2018.11.27,2018.12.03,900070,6E+13,149,2018.11.27,53960,2.5,17,6E+13,18070903,MY21
253578256,610,11/26/2018,2018.12.07,2104409008,2018.12.18,2018.11.27,2018.12.03,900071,6E+13,149,2018.11.27,46040,14400.5,16863,6E+13,3A5D,MY21
253578256,620,11/26/2018,2018.12.07,2104409008,2018.12.18,2018.11.27,2018.12.03,900072,6E+13,149,2018.11.27,5014,0.5,22,6E+13,50718210,MY21
253578256,630,11/26/2018,2018.12.07,2104409008,2018.12.18,2018.11.27,2018.12.03,900073,6E+13,149,2018.11.27,9838,1.5,28,6E+13,140518230,MY21
253578256,640,11/26/2018,2018.12.07,2104409008,2018.12.18,2018.11.27,2018.12.03,900074,6E+13,77,2018.11.27,41288,20.5,35,6E+13,320918,MY21
253578256,650,11/26/2018,2018.12.07,2104409008,2018.12.18,2018.11.27,2018.12.03,900075,6E+13,77,2018.11.27,25520,7200.5,8439,6E+13,2J9D,MY21
253578256,661,11/26/2018,2018.12.07,2104409008,2018.12.18,2018.11.27,2018.12.03,900076,6E+13,77,2018.11.27,5000,0.5,16,6E+13,10617160,MY21
253578256,670,11/26/2018,2018.12.07,2104409008,2018.12.18,2018.11.27,2018.12.03,900077,6E+13,149,2018.11.27,9105,0.5,33,6E+13,120718,MY21
253578256,680,11/26/2018,2018.12.07,2104409008,2018.12.18,2018.11.27,2018.12.03,900078,6E+13,77,2018.11.27,5000,0.5,19,6E+13,100718082,MY21
253578256,690,11/26/2018,2018.12.07,2104409008,2018.12.18,2018.11.27,2018.12.03,900079,6E+13,221,2018.11.27,12258,0.5,33,6E+13,211117249,MY21
253578256,700,11/26/2018,2018.12.07,2104409008,2018.12.18,2018.11.27,2018.12.03,900080,411312,105,2018.11.27,14724,6.5,21,411312,1840245C,MY21
253578256,710,11/26/2018,2018.12.07,2104409008,2018.12.18,2018.11.27,2018.12.03,900081,233703,155,2018.11.27,34400,18.5,33,233703,1840222C,MY21
253578256,720,11/26/2018,2018.12.07,2104409008,2018.12.18,2018.11.27,2018.12.03,900082,233710,305,2018.11.27,61700,8.5,23,233710,17060115,MY21
253579187,80,11/26/2018,2018.12.07,2104411872,2018.12.18,2018.11.27,2018.12.03,900021,6E+13,149,2018.11.27,5665,40.5,60,6E+13,190220,MY21
253579187,290,11/26/2018,2018.12.07,2104411872,2018.12.18,2018.11.27,2018.12.03,900022,232822,17,2018.11.27,10040,2.5,20,232822,1841194,MY21
253579187,290,11/26/2018,2018.12.07,2104411872,2018.12.18,2018.11.27,2018.12.03,900023,232822,113,2018.11.27,50360,22.5,57,232822,1841196,MY21
253594006,20,11/27/2018,2018.12.04,2104427638,2018.12.19,2018.11.28,2018.12.01,900021,6E+13,269,2018.11.28,6220,74.5,97,6E+13,230220,MY21
253594259,20,11/27/2018,2018.12.04,2104427641,2018.12.19,2018.11.28,2018.12.01,900021,6E+13,1613,2018.11.28,12429,450.5,513,6E+13,220220,MY21
253594259,20,11/27/2018,2018.12.04,2104427641,2018.12.19,2018.11.28,2018.12.01,900022,6E+13,317,2018.11.28,6441,87.5,112,6E+13,230220,MY21
253594528,20,11/27/2018,2018.12.04,2104427653,2018.12.19,2018.11.28,2018.12.01,900021,6E+13,269,2018.11.28,6220,74.5,97,6E+13,200220,MY21
253594528,20,11/27/2018,2018.12.04,2104427653,2018.12.19,2018.11.28,2018.12.01,900022,6E+13,1181,2018.11.28,10433,329.5,380,6E+13,220220,MY21
253594225,20,11/27/2018,2018.12.04,2104427660,2018.12.19,2018.11.28,2018.12.01,900021,6E+13,869,2018.11.28,8992,242.5,283,6E+13,190220,MY21
253594225,20,11/27/2018,2018.12.04,2104427660,2018.12.19,2018.11.28,2018.12.01,900022,6E+13,581,2018.11.28,7661,161.5,194,6E+13,200220,MY21
253608022,20,11/28/2018,2018.12.04,2104427788,2018.12.19,2018.11.28,2018.12.01,900021,6E+13,1133,2018.11.28,10211,316.5,365,6E+13,190220,MY21
253594681,80,11/27/2018,2018.12.04,2104428727,2018.12.04,2018.11.30,2018.12.03,900021,6E+13,125,2018.11.30,43115,18.5,33,6E+13,031018M,MY21
253594681,80,11/27/2018,2018.12.04,2104428727,2018.12.04,2018.11.30,2018.12.03,900022,6E+13,29,2018.11.30,12623,4.5,19,6E+13,270718L,MY21
253594681,190,11/27/2018,2018.12.04,2104428727,2018.12.04,2018.11.30,2018.12.03,900023,232815,233,2018.11.30,54248,23.5,63,232815,1840724,MY21
253594681,190,11/27/2018,2018.12.04,2104428727,2018.12.04,2018.11.30,2018.12.03,900024,232815,137,2018.11.30,33512,13.5,43,232815,1841090,MY21
253594681,200,11/27/2018,2018.12.04,2104428727,2018.12.04,2018.11.30,2018.12.03,900025,232822,1301,2018.11.30,549320,259.5,519,232822,1841194,MY21
253594681,200,11/27/2018,2018.12.04,2104428727,2018.12.04,2018.11.30,2018.12.03,900026,232822,2309,2018.11.30,972680,461.5,911,232822,1841195,MY21
232428018,30,2/28/2017,2017.03.02,2063560507,2017.03.03,2017.03.01,2017.03.01,40,6E+13,53,2017.03.01,16760,20.5,35,6E+13,60518,MY21
232428019,20,2/28/2017,2017.03.02,2063560508,2017.03.03,2017.03.01,2017.03.01,30,6E+13,23,2017.03.01,85727,33.5,48,6E+13,130518,MY21
232428019,30,2/28/2017,2017.03.02,2063560508,2017.03.03,2017.03.01,2017.03.01,40,6E+13,53,2017.03.01,16760,20.5,35,6E+13,60518,MY21
232428020,20,2/28/2017,2017.03.02,2063560509,2017.03.03,2017.03.01,2017.03.01,30,6E+13,23,2017.03.01,85727,33.5,48,6E+13,130518,MY21
232428020,30,2/28/2017,2017.03.02,2063560509,2017.03.03,2017.03.01,2017.03.01,40,6E+13,53,2017.03.01,16760,20.5,35,6E+13,60518,MY21
232428021,20,2/28/2017,2017.03.02,2063560510,2017.03.03,2017.03.01,2017.03.01,30,6E+13,23,2017.03.01,85727,33.5,48,6E+13,130518,MY21
232428021,30,2/28/2017,2017.03.02,2063560510,2017.03.03,2017.03.01,2017.03.01,40,6E+13,53,2017.03.01,16760,20.5,35,6E+13,60518,MY21
232428022,20,2/28/2017,2017.03.02,2063560511,2017.03.03,2017.03.01,2017.03.01,30,6E+13,23,2017.03.01,85727,33.5,48,6E+13,130518,MY21
232428022,30,2/28/2017,2017.03.02,2063560511,2017.03.03,2017.03.01,2017.03.01,40,6E+13,53,2017.03.01,16760,20.5,35,6E+13,60518,MY21
232428023,20,2/28/2017,2017.03.02,2063560512,2017.03.03,2017.03.01,2017.03.01,30,6E+13,17,2017.03.01,58818,22.5,37,6E+13,130518,MY21
232428023,30,2/28/2017,2017.03.02,2063560512,2017.03.03,2017.03.01,2017.03.01,40,6E+13,29,2017.03.01,10880,10.5,25,6E+13,60518,MY21
232429132,20,2/28/2017,2017.03.02,2063560513,2017.03.03,2017.03.01,2017.03.01,30,6E+13,29,2017.03.01,13640,4.5,19,6E+13,140916,MY21
232429135,20,2/28/2017,2017.03.02,2063560514,2017.03.03,2017.03.01,2017.03.01,30,6E+13,29,2017.03.01,11912,3.5,18,6E+13,1520916,MY21
232429135,30,2/28/2017,2017.03.02,2063560514,2017.03.03,2017.03.01,2017.03.01,40,6E+13,77,2017.03.01,41288,20.5,35,6E+13,751116,MY21
232429135,40,2/28/2017,2017.03.02,2063560514,2017.03.03,2017.03.01,2017.03.01,50,6E+13,41,2017.03.01,17240,1.5,16,6E+13,16092001,MY21
